,count,PRCP,SNWD,SNOW,TMAX,TMIN,holiday
2015-01-22,452108.0,0.0,0.0,0.0,40.0,31.0,0.0
2015-01-23,472440.0,0.0,0.0,0.0,39.0,28.0,0.0
2015-01-24,460505.0,0.72,3.1,3.6,39.0,33.0,0.0
2015-01-25,407579.0,0.0,2.0,0.0,42.0,31.0,0.0
2015-01-26,230255.0,0.48,2.0,5.5,31.0,22.0,0.0
2015-01-27,135500.0,0.36,7.9,4.3,30.0,20.0,0.0
2015-01-28,380192.0,0.0,7.9,0.0,34.0,16.0,0.0
2015-01-29,431985.0,0.02,5.9,0.0,36.0,19.0,0.0
2015-01-30,483380.0,0.06,7.1,1.0,38.0,19.0,0.0
2015-01-31,520067.0,0.0,7.1,0.0,26.0,13.0,0.0
2015-02-01,423113.0,0.03,5.9,0.3,36.0,20.0,0.0
2015-02-02,336849.0,1.02,7.1,5.0,34.0,14.0,0.0
2015-02-03,421128.0,0.0,7.9,0.0,26.0,13.0,0.0
2015-02-04,415624.0,0.0,7.9,0.0,43.0,24.0,0.0
2015-02-05,459717.0,0.0,7.9,0.0,42.0,14.0,0.0
2015-02-06,476995.0,0.0,7.9,0.0,27.0,12.0,0.0
2015-02-07,485504.0,0.02,7.9,0.0,40.0,25.0,0.0
2015-02-08,410477.0,0.0,7.9,0.0,37.0,29.0,0.0
2015-02-09,381114.0,0.09,7.9,0.0,29.0,25.0,0.0
2015-02-10,424564.0,0.01,7.9,0.1,40.0,26.0,0.0
2015-02-11,447258.0,0.0,7.9,0.0,34.0,22.0,0.0
2015-02-12,463682.0,0.0,7.9,0.0,40.0,16.0,0.0
2015-02-13,486241.0,0.0,7.9,0.0,21.0,8.0,0.0
2015-02-14,501397.0,0.02,7.9,0.9,32.0,16.0,0.0
2015-02-15,459094.0,0.0,9.1,0.0,25.0,4.0,0.0
2015-02-16,412835.0,0.0,9.1,0.0,21.0,3.0,1.0
2015-02-17,394363.0,0.14,11.8,3.3,27.0,14.0,0.0
2015-02-18,436607.0,0.0,9.1,0.0,33.0,19.0,0.0
2015-02-19,477678.0,0.0,9.1,0.0,27.0,8.0,0.0
2015-02-20,498957.0,0.0,9.1,0.0,19.0,2.0,0.0
2015-02-21,455297.0,0.61,9.1,3.0,32.0,13.0,0.0
2015-02-22,399059.0,0.1,13.0,1.0,43.0,32.0,0.0
2015-02-23,431831.0,0.0,11.8,0.0,38.0,8.0,0.0
2015-02-24,448513.0,0.0,11.8,0.0,24.0,4.0,0.0
2015-02-25,444233.0,0.0,11.8,0.0,37.0,20.0,0.0
2015-02-26,471732.0,0.0,11.0,0.0,32.0,21.0,0.0
2015-02-27,487022.0,0.0,11.0,0.0,30.0,18.0,0.0
2015-02-28,499637.0,0.0,11.0,0.0,29.0,13.0,0.0
2015-03-01,385267.0,0.52,9.8,4.8,31.0,24.0,0.0
2015-03-02,388548.0,0.0,15.0,0.0,39.0,27.0,0.0
2015-03-03,397691.0,0.67,14.2,1.8,37.0,22.0,0.0
2015-03-04,435759.0,0.25,13.0,0.0,45.0,35.0,0.0
2015-03-05,366435.0,0.76,13.0,7.5,40.0,19.0,0.0
2015-03-06,446842.0,0.0,18.9,0.0,27.0,12.0,0.0
2015-03-07,504246.0,0.0,18.1,0.0,38.0,18.0,0.0
2015-03-08,411917.0,0.0,16.1,0.0,49.0,37.0,0.0
2015-03-09,392009.0,0.01,13.0,0.0,54.0,40.0,0.0
2015-03-10,413949.0,0.46,11.0,0.0,53.0,39.0,0.0
2015-03-11,428366.0,0.01,5.9,0.0,59.0,44.0,0.0
2015-03-12,461719.0,0.0,3.9,0.0,47.0,36.0,0.0
2015-03-13,476936.0,0.0,2.0,0.0,43.0,31.0,0.0
2015-03-14,496525.0,0.81,1.2,0.0,51.0,40.0,0.0
2015-03-15,418778.0,0.0,0.0,0.0,44.0,36.0,0.0
2015-03-16,374820.0,0.0,0.0,0.0,52.0,35.0,0.0
2015-03-17,413376.0,0.02,0.0,0.0,57.0,34.0,0.0
2015-03-18,452981.0,0.0,0.0,0.0,39.0,29.0,0.0
2015-03-19,451904.0,0.0,0.0,0.0,43.0,29.0,0.0
2015-03-20,458225.0,0.4,0.0,4.5,38.0,29.0,0.0
2015-03-21,468108.0,0.0,5.1,0.0,47.0,29.0,0.0
2015-03-22,429016.0,0.0,0.0,0.0,43.0,28.0,0.0
2015-03-23,390353.0,0.0,0.0,0.0,38.0,23.0,0.0
2015-03-24,412152.0,0.0,0.0,0.0,45.0,26.0,0.0
2015-03-25,427026.0,0.05,0.0,0.0,49.0,34.0,0.0
2015-03-26,427632.0,0.32,0.0,0.0,62.0,42.0,0.0
2015-03-27,465493.0,0.27,0.0,0.0,46.0,39.0,0.0
2015-03-28,510351.0,0.0,0.0,0.0,40.0,26.0,0.0
2015-03-29,424267.0,0.0,0.0,0.0,46.0,25.0,0.0
2015-03-30,391004.0,0.0,0.0,0.0,54.0,36.0,0.0
2015-03-31,429914.0,0.17,0.0,0.0,47.0,35.0,0.0
2015-04-01,440246.0,0.0,0.0,0.0,51.0,32.0,0.0
2015-04-02,444300.0,0.0,0.0,0.0,67.0,41.0,0.0
2015-04-03,444077.0,0.04,0.0,0.0,64.0,59.0,0.0
2015-04-04,440170.0,0.01,0.0,0.0,60.0,42.0,0.0
2015-04-05,377462.0,0.0,0.0,0.0,61.0,42.0,0.0
2015-04-06,375754.0,0.0,0.0,0.0,63.0,42.0,0.0
2015-04-07,425909.0,0.15,0.0,0.0,62.0,42.0,0.0
2015-04-08,443492.0,0.0,0.0,0.0,45.0,37.0,0.0
2015-04-09,460476.0,0.0,0.0,0.0,43.0,37.0,0.0
2015-04-10,468077.0,0.17,0.0,0.0,56.0,39.0,0.0
2015-04-11,473730.0,0.0,0.0,0.0,57.0,44.0,0.0
2015-04-12,407342.0,0.0,0.0,0.0,66.0,43.0,0.0
2015-04-13,377158.0,0.0,0.0,0.0,68.0,50.0,0.0
2015-04-14,411892.0,0.01,0.0,0.0,65.0,55.0,0.0
2015-04-15,427092.0,0.0,0.0,0.0,72.0,51.0,0.0
2015-04-16,452157.0,0.0,0.0,0.0,64.0,52.0,0.0
2015-04-17,469283.0,0.08,0.0,0.0,71.0,55.0,0.0
2015-04-18,500928.0,0.0,0.0,0.0,80.0,59.0,0.0
2015-04-19,445785.0,0.0,0.0,0.0,64.0,48.0,0.0
2015-04-20,397259.0,1.37,0.0,0.0,57.0,46.0,0.0
2015-04-21,426137.0,0.2,0.0,0.0,65.0,52.0,0.0
2015-04-22,432491.0,0.05,0.0,0.0,69.0,48.0,0.0
2015-04-23,463486.0,0.0,0.0,0.0,52.0,41.0,0.0
2015-04-24,474068.0,0.0,0.0,0.0,52.0,39.0,0.0
2015-04-25,489474.0,0.0,0.0,0.0,62.0,38.0,0.0
2015-04-26,424608.0,0.0,0.0,0.0,64.0,46.0,0.0
2015-04-27,393526.0,0.0,0.0,0.0,62.0,49.0,0.0
2015-04-28,411771.0,0.0,0.0,0.0,71.0,50.0,0.0
2015-04-29,427507.0,0.0,0.0,0.0,78.0,50.0,0.0
2015-04-30,446132.0,0.0,0.0,0.0,67.0,48.0,0.0
2015-05-01,461547.0,0.0,0.0,0.0,63.0,49.0,0.0
2015-05-02,507619.0,0.0,0.0,0.0,74.0,48.0,0.0
2015-05-03,434789.0,0.0,0.0,0.0,80.0,51.0,0.0
2015-05-04,390266.0,0.0,0.0,0.0,85.0,57.0,0.0
2015-05-05,432452.0,0.0,0.0,0.0,85.0,66.0,0.0
2015-05-06,444948.0,0.0,0.0,0.0,73.0,59.0,0.0
2015-05-07,442222.0,0.0,0.0,0.0,80.0,56.0,0.0
2015-05-08,449009.0,0.0,0.0,0.0,82.0,56.0,0.0
2015-05-09,469017.0,0.0,0.0,0.0,70.0,57.0,0.0
2015-05-10,405427.0,0.0,0.0,0.0,83.0,61.0,0.0
2015-05-11,395280.0,0.0,0.0,0.0,84.0,70.0,0.0
2015-05-12,424512.0,0.0,0.0,0.0,86.0,64.0,0.0
2015-05-13,439371.0,0.0,0.0,0.0,70.0,53.0,0.0
2015-05-14,439936.0,0.0,0.0,0.0,73.0,50.0,0.0
2015-05-15,457541.0,0.0,0.0,0.0,75.0,55.0,0.0
2015-05-16,479580.0,0.3,0.0,0.0,75.0,57.0,0.0
2015-05-17,423198.0,0.02,0.0,0.0,83.0,64.0,0.0
2015-05-18,403641.0,0.0,0.0,0.0,75.0,60.0,0.0
2015-05-19,432943.0,0.0,0.0,0.0,80.0,59.0,0.0
2015-05-20,441232.0,0.0,0.0,0.0,67.0,54.0,0.0
2015-05-21,446819.0,0.0,0.0,0.0,62.0,52.0,0.0
2015-05-22,419629.0,0.0,0.0,0.0,74.0,55.0,0.0
2015-05-23,383363.0,0.0,0.0,0.0,70.0,49.0,0.0
2015-05-24,336652.0,0.0,0.0,0.0,81.0,56.0,0.0
2015-05-25,301706.0,0.0,0.0,0.0,85.0,64.0,1.0
2015-05-26,387134.0,0.0,0.0,0.0,88.0,67.0,0.0
2015-05-27,415919.0,0.08,0.0,0.0,85.0,70.0,0.0
2015-05-28,432112.0,0.0,0.0,0.0,85.0,70.0,0.0
2015-05-29,441299.0,0.0,0.0,0.0,85.0,65.0,0.0
2015-05-30,451080.0,0.0,0.0,0.0,85.0,67.0,0.0
2015-05-31,368019.0,1.46,0.0,0.0,87.0,57.0,0.0
2015-06-01,400833.0,0.72,0.0,0.0,58.0,51.0,0.0
2015-06-02,419994.0,0.37,0.0,0.0,55.0,50.0,0.0
2015-06-03,425776.0,0.0,0.0,0.0,70.0,52.0,0.0
2015-06-04,444543.0,0.0,0.0,0.0,65.0,54.0,0.0
2015-06-05,451185.0,0.13,0.0,0.0,70.0,55.0,0.0
2015-06-06,449804.0,0.19,0.0,0.0,76.0,60.0,0.0
2015-06-07,402188.0,0.0,0.0,0.0,74.0,55.0,0.0
2015-06-08,391087.0,0.06,0.0,0.0,79.0,63.0,0.0
2015-06-09,409188.0,0.01,0.0,0.0,83.0,68.0,0.0
2015-06-10,424356.0,0.0,0.0,0.0,82.0,65.0,0.0
2015-06-11,439869.0,0.0,0.0,0.0,89.0,72.0,0.0
2015-06-12,443026.0,0.0,0.0,0.0,88.0,73.0,0.0
2015-06-13,428004.0,0.0,0.0,0.0,86.0,72.0,0.0
2015-06-14,382037.0,0.36,0.0,0.0,88.0,66.0,0.0
2015-06-15,374858.0,0.57,0.0,0.0,83.0,64.0,0.0
2015-06-16,400518.0,0.27,0.0,0.0,79.0,65.0,0.0
2015-06-17,425743.0,0.0,0.0,0.0,82.0,66.0,0.0
2015-06-18,429386.0,0.0,0.0,0.0,71.0,64.0,0.0
2015-06-19,436303.0,0.0,0.0,0.0,87.0,68.0,0.0
2015-06-20,413866.0,0.0,0.0,0.0,75.0,64.0,0.0
2015-06-21,366158.0,0.64,0.0,0.0,88.0,71.0,0.0
2015-06-22,374849.0,0.0,0.0,0.0,87.0,70.0,0.0
2015-06-23,406139.0,0.02,0.0,0.0,90.0,75.0,0.0
2015-06-24,411370.0,0.0,0.0,0.0,84.0,68.0,0.0
2015-06-25,419739.0,0.0,0.0,0.0,83.0,65.0,0.0
2015-06-26,425774.0,0.0,0.0,0.0,81.0,69.0,0.0
2015-06-27,445861.0,1.12,0.0,0.0,71.0,58.0,0.0
2015-06-28,348433.0,0.29,0.0,0.0,73.0,62.0,0.0
2015-06-29,359808.0,0.0,0.0,0.0,76.0,63.0,0.0
2015-06-30,374240.0,0.04,0.0,0.0,82.0,68.0,0.0
2015-07-01,390084.0,0.39,0.0,0.0,82.0,69.0,0.0
2015-07-02,365953.0,0.0,0.0,0.0,80.0,69.0,0.0
2015-07-03,304176.0,0.0,0.0,0.0,82.0,66.0,1.0
2015-07-04,254353.0,0.0,0.0,0.0,75.0,69.0,0.0
2015-07-05,275555.0,0.0,0.0,0.0,83.0,68.0,0.0
2015-07-06,315526.0,0.0,0.0,0.0,83.0,72.0,0.0
2015-07-07,367579.0,0.12,0.0,0.0,88.0,75.0,0.0
2015-07-08,393186.0,0.0,0.0,0.0,88.0,77.0,0.0
2015-07-09,405656.0,0.3,0.0,0.0,79.0,68.0,0.0
2015-07-10,401014.0,0.0,0.0,0.0,84.0,72.0,0.0
2015-07-11,407202.0,0.0,0.0,0.0,88.0,69.0,0.0
2015-07-12,364211.0,0.0,0.0,0.0,89.0,72.0,0.0
2015-07-13,350162.0,0.0,0.0,0.0,88.0,73.0,0.0
2015-07-14,385566.0,0.42,0.0,0.0,82.0,73.0,0.0
2015-07-15,404755.0,0.12,0.0,0.0,81.0,72.0,0.0
2015-07-16,400140.0,0.0,0.0,0.0,80.0,64.0,0.0
2015-07-17,365045.0,0.0,0.0,0.0,81.0,67.0,0.0
2015-07-18,403824.0,0.32,0.0,0.0,85.0,71.0,0.0
2015-07-19,395475.0,0.0,0.0,0.0,93.0,78.0,0.0
2015-07-20,374211.0,0.0,0.0,0.0,94.0,82.0,0.0
2015-07-21,375036.0,0.0,0.0,0.0,89.0,74.0,0.0
2015-07-22,392078.0,0.0,0.0,0.0,85.0,69.0,0.0
2015-07-23,404102.0,0.0,0.0,0.0,86.0,68.0,0.0
2015-07-24,403878.0,0.0,0.0,0.0,87.0,70.0,0.0
2015-07-25,387034.0,0.0,0.0,0.0,88.0,69.0,0.0
2015-07-26,349537.0,0.0,0.0,0.0,90.0,74.0,0.0
2015-07-27,348629.0,0.36,0.0,0.0,86.0,71.0,0.0
2015-07-28,384234.0,0.0,0.0,0.0,95.0,75.0,0.0
2015-07-29,405923.0,0.0,0.0,0.0,96.0,78.0,0.0
2015-07-30,390844.0,1.95,0.0,0.0,87.0,76.0,0.0
2015-07-31,397815.0,0.0,0.0,0.0,89.0,72.0,0.0
2015-08-01,389728.0,0.0,0.0,0.0,89.0,75.0,0.0
2015-08-02,348541.0,0.0,0.0,0.0,89.0,71.0,0.0
2015-08-03,348819.0,0.0,0.0,0.0,90.0,75.0,0.0
2015-08-04,376465.0,0.43,0.0,0.0,89.0,69.0,0.0
2015-08-05,391642.0,0.0,0.0,0.0,87.0,72.0,0.0
2015-08-06,391002.0,0.0,0.0,0.0,83.0,67.0,0.0
2015-08-07,386930.0,0.0,0.0,0.0,84.0,69.0,0.0
2015-08-08,363549.0,0.0,0.0,0.0,82.0,68.0,0.0
2015-08-09,317615.0,0.0,0.0,0.0,85.0,68.0,0.0
2015-08-10,321006.0,0.0,0.0,0.0,84.0,70.0,0.0
2015-08-11,357209.0,1.17,0.0,0.0,81.0,71.0,0.0
2015-08-12,370323.0,0.0,0.0,0.0,85.0,71.0,0.0
2015-08-13,380992.0,0.0,0.0,0.0,83.0,67.0,0.0
2015-08-14,377925.0,0.0,0.0,0.0,88.0,67.0,0.0
2015-08-15,370379.0,0.0,0.0,0.0,92.0,73.0,0.0
2015-08-16,335299.0,0.0,0.0,0.0,93.0,76.0,0.0
2015-08-17,338247.0,0.0,0.0,0.0,95.0,78.0,0.0
2015-08-18,370681.0,0.29,0.0,0.0,90.0,73.0,0.0
2015-08-19,380357.0,0.0,0.0,0.0,87.0,77.0,0.0
2015-08-20,388317.0,0.01,0.0,0.0,86.0,77.0,0.0
2015-08-21,381052.0,0.32,0.0,0.0,87.0,71.0,0.0
2015-08-22,357435.0,0.0,0.0,0.0,86.0,69.0,0.0
2015-08-23,316240.0,0.0,0.0,0.0,85.0,70.0,0.0
2015-08-24,317591.0,0.0,0.0,0.0,87.0,73.0,0.0
2015-08-25,346943.0,0.0,0.0,0.0,90.0,73.0,0.0
2015-08-26,356497.0,0.0,0.0,0.0,85.0,67.0,0.0
2015-08-27,368367.0,0.0,0.0,0.0,82.0,67.0,0.0
2015-08-28,367124.0,0.0,0.0,0.0,82.0,63.0,0.0
2015-08-29,359028.0,0.0,0.0,0.0,87.0,67.0,0.0
2015-08-30,332559.0,0.13,0.0,0.0,90.0,72.0,0.0
2015-08-31,322442.0,0.0,0.0,0.0,91.0,76.0,0.0
2015-09-01,352785.0,0.0,0.0,0.0,90.0,76.0,0.0
2015-09-02,368359.0,0.0,0.0,0.0,91.0,74.0,0.0
2015-09-03,378290.0,0.0,0.0,0.0,93.0,74.0,0.0
2015-09-04,362215.0,0.0,0.0,0.0,85.0,72.0,0.0
2015-09-05,331641.0,0.0,0.0,0.0,83.0,67.0,0.0
2015-09-06,300961.0,0.0,0.0,0.0,87.0,65.0,0.0
2015-09-07,284320.0,0.0,0.0,0.0,92.0,70.0,1.0
2015-09-08,374896.0,0.0,0.0,0.0,97.0,76.0,0.0
2015-09-09,396662.0,0.0,0.0,0.0,90.0,76.0,0.0
2015-09-10,401271.0,1.58,0.0,0.0,79.0,70.0,0.0
2015-09-11,411777.0,0.0,0.0,0.0,81.0,66.0,0.0
2015-09-12,433864.0,0.29,0.0,0.0,79.0,69.0,0.0
2015-09-13,382996.0,0.04,0.0,0.0,80.0,62.0,0.0
2015-09-14,345874.0,0.0,0.0,0.0,77.0,59.0,0.0
2015-09-15,377652.0,0.0,0.0,0.0,84.0,62.0,0.0
2015-09-16,400429.0,0.0,0.0,0.0,88.0,66.0,0.0
2015-09-17,410912.0,0.0,0.0,0.0,89.0,68.0,0.0
2015-09-18,428139.0,0.0,0.0,0.0,87.0,68.0,0.0
2015-09-19,442543.0,0.0,0.0,0.0,83.0,68.0,0.0
2015-09-20,393050.0,0.0,0.0,0.0,79.0,64.0,0.0
2015-09-21,359066.0,0.0,0.0,0.0,73.0,59.0,0.0
2015-09-22,367802.0,0.0,0.0,0.0,71.0,62.0,0.0
2015-09-23,358590.0,0.0,0.0,0.0,80.0,59.0,0.0
2015-09-24,324746.0,0.0,0.0,0.0,82.0,60.0,0.0
2015-09-25,365190.0,0.0,0.0,0.0,76.0,63.0,0.0
2015-09-26,427332.0,0.0,0.0,0.0,72.0,61.0,0.0
2015-09-27,378594.0,0.0,0.0,0.0,71.0,56.0,0.0
2015-09-28,323275.0,0.0,0.0,0.0,78.0,65.0,0.0
2015-09-29,360478.0,0.11,0.0,0.0,83.0,72.0,0.0
2015-09-30,381354.0,1.26,0.0,0.0,79.0,59.0,0.0
2015-10-01,394043.0,0.09,0.0,0.0,64.0,56.0,0.0
2015-10-02,414289.0,1.08,0.0,0.0,57.0,48.0,0.0
2015-10-03,412691.0,0.35,0.0,0.0,55.0,49.0,0.0
2015-10-04,365206.0,0.0,0.0,0.0,63.0,53.0,0.0
2015-10-05,344810.0,0.0,0.0,0.0,67.0,52.0,0.0
2015-10-06,374278.0,0.0,0.0,0.0,73.0,52.0,0.0
2015-10-07,390959.0,0.0,0.0,0.0,73.0,58.0,0.0
2015-10-08,407578.0,0.0,0.0,0.0,72.0,59.0,0.0
2015-10-09,402648.0,0.89,0.0,0.0,78.0,61.0,0.0
2015-10-10,432672.0,0.0,0.0,0.0,65.0,50.0,0.0
2015-10-11,378262.0,0.0,0.0,0.0,69.0,53.0,0.0
2015-10-12,328405.0,0.0,0.0,0.0,77.0,56.0,1.0
2015-10-13,379473.0,0.01,0.0,0.0,72.0,61.0,0.0
2015-10-14,392801.0,0.0,0.0,0.0,69.0,57.0,0.0
2015-10-15,407496.0,0.0,0.0,0.0,64.0,51.0,0.0
2015-10-16,430414.0,0.0,0.0,0.0,64.0,53.0,0.0
2015-10-17,459236.0,0.0,0.0,0.0,56.0,42.0,0.0
2015-10-18,400212.0,0.0,0.0,0.0,50.0,38.0,0.0
2015-10-19,366862.0,0.0,0.0,0.0,53.0,35.0,0.0
2015-10-20,377804.0,0.0,0.0,0.0,70.0,48.0,0.0
2015-10-21,389756.0,0.0,0.0,0.0,76.0,57.0,0.0
2015-10-22,410692.0,0.0,0.0,0.0,75.0,58.0,0.0
2015-10-23,428675.0,0.0,0.0,0.0,65.0,45.0,0.0
2015-10-24,436244.0,0.0,0.0,0.0,57.0,40.0,0.0
2015-10-25,390337.0,0.05,0.0,0.0,68.0,48.0,0.0
2015-10-26,356914.0,0.0,0.0,0.0,58.0,46.0,0.0
2015-10-27,381755.0,0.0,0.0,0.0,59.0,45.0,0.0
2015-10-28,386939.0,1.4,0.0,0.0,69.0,53.0,0.0
2015-10-29,403670.0,0.04,0.0,0.0,73.0,57.0,0.0
2015-10-30,428785.0,0.0,0.0,0.0,61.0,48.0,0.0
2015-10-31,441582.0,0.0,0.0,0.0,56.0,42.0,0.0
2015-11-01,390105.0,0.0,0.0,0.0,65.0,54.0,0.0
2015-11-02,348560.0,0.0,0.0,0.0,63.0,54.0,0.0
2015-11-03,364999.0,0.0,0.0,0.0,72.0,48.0,0.0
2015-11-04,384089.0,0.0,0.0,0.0,70.0,56.0,0.0
2015-11-05,402181.0,0.01,0.0,0.0,71.0,56.0,0.0
2015-11-06,419288.0,0.0,0.0,0.0,74.0,66.0,0.0
2015-11-07,443933.0,0.0,0.0,0.0,72.0,53.0,0.0
2015-11-08,392409.0,0.0,0.0,0.0,56.0,46.0,0.0
2015-11-09,352729.0,0.0,0.0,0.0,59.0,43.0,0.0
2015-11-10,378051.0,0.26,0.0,0.0,57.0,51.0,0.0
2015-11-11,372002.0,0.43,0.0,0.0,58.0,49.0,1.0
2015-11-12,406649.0,0.01,0.0,0.0,61.0,51.0,0.0
2015-11-13,427717.0,0.0,0.0,0.0,58.0,46.0,0.0
2015-11-14,446987.0,0.0,0.0,0.0,49.0,42.0,0.0
2015-11-15,381213.0,0.0,0.0,0.0,58.0,39.0,0.0
2015-11-16,347615.0,0.0,0.0,0.0,67.0,51.0,0.0
2015-11-17,384488.0,0.0,0.0,0.0,52.0,40.0,0.0
2015-11-18,391321.0,0.0,0.0,0.0,58.0,46.0,0.0
2015-11-19,394591.0,1.25,0.0,0.0,64.0,57.0,0.0
2015-11-20,422421.0,0.0,0.0,0.0,64.0,46.0,0.0
2015-11-21,439304.0,0.0,0.0,0.0,53.0,42.0,0.0
2015-11-22,376593.0,0.03,0.0,0.0,55.0,42.0,0.0
2015-11-23,366012.0,0.0,0.0,0.0,44.0,33.0,0.0
2015-11-24,377950.0,0.0,0.0,0.0,46.0,32.0,0.0
2015-11-25,358723.0,0.0,0.0,0.0,50.0,36.0,0.0
2015-11-26,242393.0,0.0,0.0,0.0,60.0,41.0,1.0
2015-11-27,275078.0,0.0,0.0,0.0,64.0,51.0,0.0
2015-11-28,344527.0,0.02,0.0,0.0,64.0,45.0,0.0
2015-11-29,333746.0,0.0,0.0,0.0,49.0,38.0,0.0
2015-11-30,347002.0,0.0,0.0,0.0,47.0,33.0,0.0
2015-12-01,374390.0,0.33,0.0,0.0,51.0,44.0,0.0
2015-12-02,379756.0,0.14,0.0,0.0,57.0,46.0,0.0
2015-12-03,414005.0,0.0,0.0,0.0,55.0,44.0,0.0
2015-12-04,431007.0,0.0,0.0,0.0,51.0,42.0,0.0
2015-12-05,451092.0,0.0,0.0,0.0,51.0,40.0,0.0
2015-12-06,398882.0,0.0,0.0,0.0,53.0,39.0,0.0
2015-12-07,371715.0,0.0,0.0,0.0,54.0,42.0,0.0
2015-12-08,382226.0,0.0,0.0,0.0,49.0,41.0,0.0
2015-12-09,391440.0,0.0,0.0,0.0,55.0,40.0,0.0
2015-12-10,406176.0,0.0,0.0,0.0,60.0,51.0,0.0
2015-12-11,427829.0,0.0,0.0,0.0,61.0,50.0,0.0
2015-12-12,439266.0,0.0,0.0,0.0,66.0,55.0,0.0
2015-12-13,377073.0,0.0,0.0,0.0,67.0,55.0,0.0
2015-12-14,370299.0,0.33,0.0,0.0,67.0,53.0,0.0
2015-12-15,396958.0,0.09,0.0,0.0,68.0,53.0,0.0
2015-12-16,417643.0,0.04,0.0,0.0,53.0,46.0,0.0
2015-12-17,418508.0,1.21,0.0,0.0,59.0,50.0,0.0
2015-12-18,458701.0,0.0,0.0,0.0,57.0,38.0,0.0
2015-12-19,460986.0,0.0,0.0,0.0,40.0,35.0,0.0
2015-12-20,385155.0,0.0,0.0,0.0,43.0,34.0,0.0
2015-12-21,347282.0,0.0,0.0,0.0,56.0,39.0,0.0
2015-12-22,355205.0,0.19,0.0,0.0,62.0,53.0,0.0
2015-12-23,339355.0,1.55,0.0,0.0,64.0,52.0,0.0
2015-12-24,297167.0,0.01,0.0,0.0,72.0,63.0,0.0
2015-12-25,188254.0,0.01,0.0,0.0,66.0,57.0,1.0
2015-12-26,238646.0,0.0,0.0,0.0,59.0,47.0,0.0
2015-12-27,268841.0,0.12,0.0,0.0,61.0,46.0,0.0
2015-12-28,301398.0,0.03,0.0,0.0,46.0,34.0,0.0
2015-12-29,311730.0,0.45,0.0,0.0,46.0,34.0,0.0
2015-12-30,319649.0,0.19,0.0,0.0,48.0,38.0,0.0
2015-12-31,339939.0,0.03,0.0,0.0,48.0,42.0,0.0
